"cell_id","scenario_id","scenario_order","scenario_label","short_label","purpose","in_main_text","n","h","is_null","reps","alpha","atom","seed","effect_text","pi0","pi1","expected_combined_delta","empirical_combined_delta","empirical_combined_delta_sd","method","reject_rate","mcse","fail_rate","median_runtime_sec","successful_reps","method_label"
54,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,200,1,FALSE,10000,0.05,0,20260469,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.152251611809377,0.164263633528042,"wilcoxon",0.1553,0.00362190433335835,0,0.00199999999995271,10000,"Wilcoxon"
54,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,200,1,FALSE,10000,0.05,0,20260469,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.152251611809377,0.164263633528042,"t_test",0.1511,0.00358146324845028,0,0.000999999999976353,10000,"T-test"
54,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,200,1,FALSE,10000,0.05,0,20260469,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.152251611809377,0.164263633528042,"lrt",0.139,0.00345946527659984,0,0.00599999999997181,10000,"Parametric LRT"
54,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,200,1,FALSE,10000,0.05,0,20260469,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.152251611809377,0.164263633528042,"splrt",0.1388,0.00345737704047447,0,0.182000000000016,10000,"Semi-parametric LRT"
55,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,250,1,FALSE,10000,0.05,0,20260470,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.150966899398144,0.150109734461335,"wilcoxon",0.185,0.00388297566307078,0,0.00199999999995271,10000,"Wilcoxon"
55,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,250,1,FALSE,10000,0.05,0,20260470,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.150966899398144,0.150109734461335,"t_test",0.1788,0.00383184759613427,0,0.000999999999976353,10000,"T-test"
55,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,250,1,FALSE,10000,0.05,0,20260470,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.150966899398144,0.150109734461335,"lrt",0.1571,0.0036389502607208,0,0.00599999999997181,10000,"Parametric LRT"
55,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,250,1,FALSE,10000,0.05,0,20260470,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.150966899398144,0.150109734461335,"splrt",0.157,0.00363800769652842,0,0.189000000000078,10000,"Semi-parametric LRT"
56,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,300,1,FALSE,10000,0.05,0,20260471,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.148189328242198,0.135189533523278,"wilcoxon",0.2048,0.00403555398923122,0,0.00200000000000244,10000,"Wilcoxon"
56,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,300,1,FALSE,10000,0.05,0,20260471,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.148189328242198,0.135189533523278,"t_test",0.1979,0.00398416352576046,0,0.000999999999976353,10000,"T-test"
56,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,300,1,FALSE,10000,0.05,0,20260471,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.148189328242198,0.135189533523278,"lrt",0.1784,0.00382849108657706,0,0.00600000000002865,10000,"Parametric LRT"
56,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,300,1,FALSE,10000,0.05,0,20260471,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.148189328242198,0.135189533523278,"splrt",0.1783,0.00382765084614571,0,0.19600000000014,10000,"Semi-parametric LRT"
57,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,350,1,FALSE,10000,0.05,0,20260472,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.151205968189449,0.124452535868747,"wilcoxon",0.2359,0.00424559995760317,0,0.00200000000018008,10000,"Wilcoxon"
57,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,350,1,FALSE,10000,0.05,0,20260472,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.151205968189449,0.124452535868747,"t_test",0.2286,0.00419930994331212,0,0.000999999999976353,10000,"T-test"
57,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,350,1,FALSE,10000,0.05,0,20260472,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.151205968189449,0.124452535868747,"lrt",0.2043,0.00403189173961802,0,0.00699999999994816,10000,"Parametric LRT"
57,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,350,1,FALSE,10000,0.05,0,20260472,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.151205968189449,0.124452535868747,"splrt",0.2044,0.00403262495156691,0,0.203999999999951,10000,"Semi-parametric LRT"
58,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,400,1,FALSE,10000,0.05,0,20260473,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.148547564112108,0.117162809661108,"wilcoxon",0.2617,0.00439560132405112,0,0.00299999999992906,10000,"Wilcoxon"
58,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,400,1,FALSE,10000,0.05,0,20260473,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.148547564112108,0.117162809661108,"t_test",0.251,0.00433588514608033,0,0.000999999999976353,10000,"T-test"
58,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,400,1,FALSE,10000,0.05,0,20260473,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.148547564112108,0.117162809661108,"lrt",0.2272,0.00419022863338028,0,0.007000000000005,10000,"Parametric LRT"
58,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,400,1,FALSE,10000,0.05,0,20260473,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.148547564112108,0.117162809661108,"splrt",0.2274,0.00419153003090757,0,0.211000000000013,10000,"Semi-parametric LRT"
59,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,450,1,FALSE,10000,0.05,0,20260474,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.149992174203175,0.110446473834293,"wilcoxon",0.2923,0.0045481942570651,0,0.0029999999999859,10000,"Wilcoxon"
59,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,450,1,FALSE,10000,0.05,0,20260474,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.149992174203175,0.110446473834293,"t_test",0.2819,0.00449924871506344,0,0.000999999999976353,10000,"T-test"
59,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,450,1,FALSE,10000,0.05,0,20260474,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.149992174203175,0.110446473834293,"lrt",0.2574,0.00437201601094964,0,0.00700000000006185,10000,"Parametric LRT"
59,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,450,1,FALSE,10000,0.05,0,20260474,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.149992174203175,0.110446473834293,"splrt",0.2574,0.00437201601094964,0,0.216000000000008,10000,"Semi-parametric LRT"
60,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,500,1,FALSE,10000,0.05,0,20260475,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.148427093835356,0.104552690328726,"wilcoxon",0.3079,0.00461624945166528,0,0.00300000000000011,10000,"Wilcoxon"
60,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,500,1,FALSE,10000,0.05,0,20260475,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.148427093835356,0.104552690328726,"t_test",0.2986,0.00457644010121404,0,0.00100000000000477,10000,"T-test"
60,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,500,1,FALSE,10000,0.05,0,20260475,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.148427093835356,0.104552690328726,"lrt",0.2705,0.00444218133353424,0,0.00700000000006185,10000,"Parametric LRT"
60,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,500,1,FALSE,10000,0.05,0,20260475,"$\\pi_1 = 0.50$",0.45,0.5,0.15,0.148427093835356,0.104552690328726,"splrt",0.2708,0.00444372996479309,0,0.21999999999997,10000,"Semi-parametric LRT"
61,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,50,2,FALSE,10000,0.05,0,20260476,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.294110533586267,0.331383371963167,"wilcoxon",0.1471,0.00354205575901905,0,0.000999999999976353,10000,"Wilcoxon"
61,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,50,2,FALSE,10000,0.05,0,20260476,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.294110533586267,0.331383371963167,"t_test",0.1459,0.00353005934794303,0,0.000999999999976353,10000,"T-test"
61,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,50,2,FALSE,10000,0.05,0,20260476,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.294110533586267,0.331383371963167,"lrt",0.1341,0.00340759724732839,0,0.00499999999999545,10000,"Parametric LRT"
61,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,50,2,FALSE,10000,0.05,0,20260476,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.294110533586267,0.331383371963167,"splrt",0.1365,0.00343318729462871,0,0.161000000000001,10000,"Semi-parametric LRT"
62,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,100,2,FALSE,10000,0.05,0,20260477,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.299467191134619,0.23089992760616,"wilcoxon",0.2571,0.0043703499859851,0,0.00100000000000477,10000,"Wilcoxon"
62,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,100,2,FALSE,10000,0.05,0,20260477,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.299467191134619,0.23089992760616,"t_test",0.2488,0.0043231766098553,0,0.000999999999976353,10000,"T-test"
62,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,100,2,FALSE,10000,0.05,0,20260477,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.299467191134619,0.23089992760616,"lrt",0.2257,0.0041804247391862,0,0.00500000000002387,10000,"Parametric LRT"
62,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,100,2,FALSE,10000,0.05,0,20260477,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.299467191134619,0.23089992760616,"splrt",0.2272,0.00419022863338028,0,0.172000000000025,10000,"Semi-parametric LRT"
63,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,150,2,FALSE,10000,0.05,0,20260478,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.298644005523085,0.18923957293048,"wilcoxon",0.355,0.00478513322698543,0,0.00199999999995271,10000,"Wilcoxon"
63,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,150,2,FALSE,10000,0.05,0,20260478,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.298644005523085,0.18923957293048,"t_test",0.3457,0.00475595952463854,0,0.000999999999976353,10000,"T-test"
63,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,150,2,FALSE,10000,0.05,0,20260478,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.298644005523085,0.18923957293048,"lrt",0.3244,0.00468150232297283,0,0.00500000000010914,10000,"Parametric LRT"
63,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,150,2,FALSE,10000,0.05,0,20260478,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.298644005523085,0.18923957293048,"splrt",0.324,0.00468,0,0.176999999999907,10000,"Semi-parametric LRT"
64,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,200,2,FALSE,10000,0.05,0,20260479,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.297657474017741,0.166037627140585,"wilcoxon",0.4504,0.00497533757648664,0,0.00199999999995271,10000,"Wilcoxon"
64,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,200,2,FALSE,10000,0.05,0,20260479,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.297657474017741,0.166037627140585,"t_test",0.4339,0.00495611531342845,0,0.000999999999976353,10000,"T-test"
64,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,200,2,FALSE,10000,0.05,0,20260479,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.297657474017741,0.166037627140585,"lrt",0.4136,0.00492478466534325,0,0.00599999999997181,10000,"Parametric LRT"
64,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,200,2,FALSE,10000,0.05,0,20260479,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.297657474017741,0.166037627140585,"splrt",0.4136,0.00492478466534325,0,0.187999999999988,10000,"Semi-parametric LRT"
65,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,250,2,FALSE,10000,0.05,0,20260480,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.300326064322083,0.147842218635481,"wilcoxon",0.5445,0.00498015813001957,0,0.00199999999995271,10000,"Wilcoxon"
65,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,250,2,FALSE,10000,0.05,0,20260480,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.300326064322083,0.147842218635481,"t_test",0.5287,0.00499175630414787,0,0.000999999999976353,10000,"T-test"
65,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,250,2,FALSE,10000,0.05,0,20260480,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.300326064322083,0.147842218635481,"lrt",0.5016,0.00499997439993446,0,0.00600000000000023,10000,"Parametric LRT"
65,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,250,2,FALSE,10000,0.05,0,20260480,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.300326064322083,0.147842218635481,"splrt",0.5011,0.00499998789998536,0,0.195999999999913,10000,"Semi-parametric LRT"
66,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,300,2,FALSE,10000,0.05,0,20260481,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.299867284823774,0.13422821706199,"wilcoxon",0.6231,0.00484609523224627,0,0.00200000000000955,10000,"Wilcoxon"
66,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,300,2,FALSE,10000,0.05,0,20260481,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.299867284823774,0.13422821706199,"t_test",0.6034,0.00489191618897953,0,0.000999999999976353,10000,"T-test"
66,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,300,2,FALSE,10000,0.05,0,20260481,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.299867284823774,0.13422821706199,"lrt",0.5907,0.00491704697964134,0,0.00600000000002865,10000,"Parametric LRT"
66,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,300,2,FALSE,10000,0.05,0,20260481,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.299867284823774,0.13422821706199,"splrt",0.5904,0.00491759941434843,0,0.198,10000,"Semi-parametric LRT"
67,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,350,2,FALSE,10000,0.05,0,20260482,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.299939952429638,0.124205417039125,"wilcoxon",0.6918,0.00461749672441681,0,0.00200000000018008,10000,"Wilcoxon"
67,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,350,2,FALSE,10000,0.05,0,20260482,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.299939952429638,0.124205417039125,"t_test",0.6767,0.00467736154257932,0,0.000999999999976353,10000,"T-test"
67,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,350,2,FALSE,10000,0.05,0,20260482,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.299939952429638,0.124205417039125,"lrt",0.6614,0.00473233599821484,0,0.00699999999983447,10000,"Parametric LRT"
67,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,350,2,FALSE,10000,0.05,0,20260482,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.299939952429638,0.124205417039125,"splrt",0.6616,0.00473165341080684,0,0.206999999999994,10000,"Semi-parametric LRT"
68,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,400,2,FALSE,10000,0.05,0,20260483,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.301370504306045,0.116883069287357,"wilcoxon",0.7467,0.00434901264656703,0,0.00299999999992906,10000,"Wilcoxon"
68,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,400,2,FALSE,10000,0.05,0,20260483,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.301370504306045,0.116883069287357,"t_test",0.7288,0.00444579081829094,0,0.000999999999976353,10000,"T-test"
68,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,400,2,FALSE,10000,0.05,0,20260483,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.301370504306045,0.116883069287357,"lrt",0.7227,0.0044766584636311,0,0.007000000000005,10000,"Parametric LRT"
68,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,400,2,FALSE,10000,0.05,0,20260483,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.301370504306045,0.116883069287357,"splrt",0.7229,0.00447566296765071,0,0.212999999999738,10000,"Semi-parametric LRT"
69,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,450,2,FALSE,10000,0.05,0,20260484,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.300521469745014,0.109552172914587,"wilcoxon",0.7961,0.00402895507545071,0,0.0029999999999859,10000,"Wilcoxon"
69,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,450,2,FALSE,10000,0.05,0,20260484,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.300521469745014,0.109552172914587,"t_test",0.7782,0.00415457290223676,0,0.000999999999997669,10000,"T-test"
69,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,450,2,FALSE,10000,0.05,0,20260484,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.300521469745014,0.109552172914587,"lrt",0.7785,0.00415256246190229,0,0.00700000000006185,10000,"Parametric LRT"
69,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,450,2,FALSE,10000,0.05,0,20260484,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.300521469745014,0.109552172914587,"splrt",0.7785,0.00415256246190229,0,0.22199999999998,10000,"Semi-parametric LRT"
70,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,500,2,FALSE,10000,0.05,0,20260485,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.298835376594588,0.103438997725246,"wilcoxon",0.8289,0.00376596322339983,0,0.00300000000001432,10000,"Wilcoxon"
70,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,500,2,FALSE,10000,0.05,0,20260485,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.298835376594588,0.103438997725246,"t_test",0.8121,0.0039063229513188,0,0.00100000000000477,10000,"T-test"
70,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,500,2,FALSE,10000,0.05,0,20260485,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.298835376594588,0.103438997725246,"lrt",0.8191,0.00384935306252882,0,0.00700000000006185,10000,"Parametric LRT"
70,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,500,2,FALSE,10000,0.05,0,20260485,"$\\pi_1 = 0.55$",0.45,0.55,0.3,0.298835376594588,0.103438997725246,"splrt",0.8192,0.00384852387286346,0,0.223999999999705,10000,"Semi-parametric LRT"
71,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,50,3,FALSE,10000,0.05,0,20260486,"$\\pi_1 = 0.60$",0.45,0.6,0.45,0.450741794560439,0.330301266739152,"wilcoxon",0.2777,0.00447864611238709,0,0.000999999999976353,10000,"Wilcoxon"
71,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,50,3,FALSE,10000,0.05,0,20260486,"$\\pi_1 = 0.60$",0.45,0.6,0.45,0.450741794560439,0.330301266739152,"t_test",0.2773,0.0044766584636311,0,0.000999999999976353,10000,"T-test"
71,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,50,3,FALSE,10000,0.05,0,20260486,"$\\pi_1 = 0.60$",0.45,0.6,0.45,0.450741794560439,0.330301266739152,"lrt",0.2577,0.0043736793435276,0,0.00499999999999545,10000,"Parametric LRT"
71,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,50,3,FALSE,10000,0.05,0,20260486,"$\\pi_1 = 0.60$",0.45,0.6,0.45,0.450741794560439,0.330301266739152,"splrt",0.2597,0.00438469964763836,0,0.161000000000058,10000,"Semi-parametric LRT"
72,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,100,3,FALSE,10000,0.05,0,20260487,"$\\pi_1 = 0.60$",0.45,0.6,0.45,0.451523460826183,0.235627918709135,"wilcoxon",0.4982,0.00499996759989502,0,0.000999999999990564,10000,"Wilcoxon"
72,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,100,3,FALSE,10000,0.05,0,20260487,"$\\pi_1 = 0.60$",0.45,0.6,0.45,0.451523460826183,0.235627918709135,"t_test",0.4892,0.00499883346391936,0,0.000999999999976353,10000,"T-test"
72,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,100,3,FALSE,10000,0.05,0,20260487,"$\\pi_1 = 0.60$",0.45,0.6,0.45,0.451523460826183,0.235627918709135,"lrt",0.4752,0.00499384581259774,0,0.00499999999999545,10000,"Parametric LRT"
72,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,100,3,FALSE,10000,0.05,0,20260487,"$\\pi_1 = 0.60$",0.45,0.6,0.45,0.451523460826183,0.235627918709135,"splrt",0.4752,0.00499384581259774,0,0.170999999999935,10000,"Semi-parametric LRT"
73,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,150,3,FALSE,10000,0.05,0,20260488,"$\\pi_1 = 0.60$",0.45,0.6,0.45,0.447995870600137,0.190844716208796,"wilcoxon",0.6555,0.00475204955782239,0,0.00199999999995271,10000,"Wilcoxon"
73,"S2",2,"S2: Survival-only effect","S2 Survival-only effect","Two-degree-of-freedom penalty case where treatment acts only through the binary observation component.",TRUE,150,3,FALSE,10000,0.05,0,20260488,"$\\pi_1 = 0.60$",0.45,0.6,0.45,0.447995870600137,0.190844716208796,"t_test",0.6481,0.00477562969669969,0,0.000999999999976353,10000,"T-test"
